causa_morte,descricao_morte,soma_morte
G238,Outras Doenças Degenerativas Especificadas Dos Gânglios da Base,6
G031,Meningite Crônica,6
F841,Autismo Atípico,6
F480,Neurastenia,6
F429,Transtorno Obsessivo-compulsivo Não Especificado,6
F312,"Transtorno Afetivo Bipolar, Episódio Atual Maníaco Com Sintomas Psicóticos",6
F195,Transtornos Mentais e Comportamentais Devidos ao Uso de Múltiplas Drogas e ao Uso de Outras Substâncias Psicoativas,6
F09,Transtorno Mental Orgânico ou Sintomático Não Especificado,6
E881,Lipodistrofia Não Classificada em Outra Parte,6
E798,Outros Distúrbios do Metabolismo da Purina e Pirimidina,6
E790,Hiperuricemia Sem Sinais de Artrite Inflamatória e de Doença Com Tofos,6
E210,Hiperparatireoidismo Primário,6
E209,Hipoparatireoidismo Não Especificado,6
E030,Hipotireoidismo Congênito Com Bócio Difuso,6
D891,Crioglobulinemia,6
D731,Hiperesplenismo,6
D698,Outras Afecções Hemorrágicas Especificadas,6
D680,Doença de Von Willebrand,6
D644,Anemia Diseritropoética Congênita,6
D582,Outras Hemoglobinopatias,6
D449,"Neoplasia de Comportamento Incerto ou Desconhecido de Glândula Endócrina, Não Especificada",6
D392,Neoplasia de Comportamento Incerto ou Desconhecido da Placenta,6
D369,Neoplasia Benigna de Localização Não Especificada,6
D269,"Neoplasia Benigna do Útero, Não Especificado",6
D136,Neoplasia Benigna do Pâncreas,6
D044,Carcinoma in Situ da Pele do Couro Cabeludo e do Pescoço,6
D038,Melanoma in Situ de Outras Localizações,6
C960,Doença de Letterer-Siwe,6
C842,Linfoma da Zona T,6
C841,Doença de Sézary,6
C817,Outra Forma da Doença de Hodgkin,6
C773,Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos Axilares e Dos Membros Superiores,6
C755,Neoplasia Maligna do Corpo Aórtico e Outros Paragânglios,6
C754,Neoplasia Maligna do Corpo Carotídeo,6
C698,Neoplasia Maligna do Olho e Anexos Com Lesão Invasiva,6
C694,Neoplasia Maligna do Corpo Ciliar,6
C621,Neoplasia Maligna do Testículo Tópico,6
C601,Neoplasia Maligna da Glande,6
C577,Neoplasia Maligna de Outras Partes Especificadas Dos Órgãos Genitais Femininos,6
C113,Neoplasia Maligna da Parede Anterior da Nasofaringe,6
C091,Neoplasia Maligna do Pilar Amigdaliano (anterior) (posterior),6
C031,Neoplasia Maligna da Gengiva Inferior,6
C022,Neoplasia Maligna da Face Ventral da Língua,6
B908,Seqüelas de Tuberculose de Outros Órgãos,6
B457,Criptococose Disseminada,6
B449,Aspergilose Não Especificada,6
B399,Histoplasmose Não Especificada,6
B019,Varicela Sem Complicação,6
B018,Varicela Com Outras Complicações,6
B012,Pneumopatia Varicelosa,6
A89,Infecções Virais Não Especificadas do Sistema Nervoso Central,6
A689,Febre Recorrente Não Especificada,6
A449,Bartonelose Não Especificada,6
A321,Meningite e Meningoencefalite Por Listéria,6
A305,Hanseníase (lepra) Lepromatosa,6
A303,Hanseníase (lepra) Dimorfa,6
A069,Amebíase Não Especificada,6
A052,Intoxicação Alimentar Devida a Clostridium Perfringens (Clostridium Welchii),6
Y353,Intervenção Legal Envolvendo o Uso de Objetos Contundentes,5
Y329,"Impacto de um Veículo a Motor, Intenção Não Determinada",5
Y308,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada",5
Y305,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada",5
Y287,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada",5
Y279,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada",5
Y234,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada",5
Y188,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada",5
Y154,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada",5
Y130,"Envenenamento (intoxicação) Por e Exposição a Outras Substâncias Farmacológicas de Ação Sobre o Sistema Nervoso Autônomo, Intenção Não Determinada",5
Y128,"Envenenamento (intoxicação) Por e Exposição a Narcóticos e a Psicodislépticos (alucinógenos) Não Classificados em Outra Parte, Intenção Não Determinada",5
Y109,"Envenenamento (intoxicação) Por e Exposição a Analgésicos, Antipiréticos e Anti-reumáticos Não-opiáceos, Intenção Não Determinada",5
Y069,Negligência e Abandono Por Pessoa Não Especificada,5
Y061,Negligência e Abandono Pelos Pais,5
Y058,Agressão Sexual Por Meio de Força Física,5
Y050,Agressão Sexual Por Meio de Força Física,5
Y010,Agressão Por Meio de Projeção de um Lugar Elevado,5
X947,"Agressão Por Meio de Disparo de Espingarda, Carabina ou Arma de Fogo de Maior Calibre",5
X920,Agressão Por Meio de Afogamento e Submersão,5
X900,Agressão Por Meio de Produtos Químicos e Substâncias Nocivas Não Especificados,5
X727,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,5
X684,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",5
X682,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",5
X669,"Auto-intoxicação Intencional Por Solventes Orgânicos, Hidrocarbonetos Halogenados e Seus Vapores",5
X614,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte",5
X600,"Auto-intoxicação Por e Exposição, Intencional, a Analgésicos, Antipiréticos e Anti-reumáticos, Não-opiáceos",5
X588,Exposição a Outros Fatores Especificados,5
X498,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Químicas Nocivas e às Não Especificadas,5
X497,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Químicas Nocivas e às Não Especificadas,5
X494,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Químicas Nocivas e às Não Especificadas,5
X479,Intoxicação Acidental Por e Exposição a Outros Gases e Vapores,5
X409,"Envenenamento (intoxicação) Acidental Por e Exposição a Analgésicos, Antipiréticos e Anti-reumáticos, Não-opiáceos",5
X374,Vítima de Tempestade Cataclísmica,5
X129,Contato Com Outros Líquidos Quentes,5
X120,Contato Com Outros Líquidos Quentes,5
X048,Exposição a Combustão de Substância Muito Inflamável,5
X017,Exposição a Fogo Não-controlado Fora de um Edifício ou de Outro Tipo de Construção,5
X009,Exposição a Fogo Não-controlado em um Edifício ou Outro Tipo de Construção,5
X001,Exposição a Fogo Não-controlado em um Edifício ou Outro Tipo de Construção,5
W865,Exposição a Outra Corrente Elétrica Especificada,5
W841,Riscos Não Especificados à Respiração,5
W839,Outros Riscos Especificados à Respiração,5
W838,Outros Riscos Especificados à Respiração,5
W810,Confinado ou Aprisionado em um Ambiente Pobre em Oxigênio,5
W677,Afogamento e Submersão em Piscina,5
W649,Exposição a Outras Forças Mecânicas Animadas e às Não Especificadas,5
W577,"Mordeduras e Picadas de Inseto e de Outros Artrópodes, Não-venenosos",5
W570,"Mordeduras e Picadas de Inseto e de Outros Artrópodes, Não-venenosos",5
W490,Exposição a Outras Forças Mecânicas Inanimadas e às Não Especificadas,5
W389,Explosão ou Ruptura de Outros Aparelhos Pressurizados Especificados,5
W375,"Explosão ou Ruptura de Pneumático, Tubulação ou Mangueira, Pressurizados",5
W341,Projéteis de Outras Armas de Fogo e Das Não Especificadas,5
W339,"Rifle, Espingarda e Armas de Fogo de Maior Tamanho",5
W310,Contato Com Outras Máquinas e Com as Não Especificadas,5
W290,Contato Com Outros Utensílios Manuais e Aparelhos Domésticos Equipados Com Motor,5
W260,"Contato Com Faca, Espada e Punhal",5
W259,Contato Com Vidro Cortante,5
W177,Outras Quedas de um Nível a Outro,5
W172,Outras Quedas de um Nível a Outro,5
W160,Mergulho ou Pulo na Água Causando Outro Traumatismo Que Não Afogamento ou Submersão,5
W102,Queda em ou de Escadas ou Degraus,5
W078,Queda de Uma Cadeira,5
W071,Queda de Uma Cadeira,5
W013,"Queda no Mesmo Nível Por Escorregão, Tropeção ou Passos em Falsos (traspés)",5
V953,Acidente de Aeronave de Asa Fixa de Uso Comercial Causando Traumatismo a Ocupante,5
V950,Acidente de Helicóptero Causando Traumatismo a Ocupante,5
V939,"Acidente a Bordo de Uma Embarcação, Sem Acidente da Embarcação e Não Causando Afogamento ou Submersão",5
V929,Afogamento e Submersão Relacionados Com Transporte Por Água Sem Acidente Com a Embarcação,5
V922,Afogamento e Submersão Relacionados Com Transporte Por Água Sem Acidente Com a Embarcação,5
V875,Pessoa Traumatizada em Uma Colisão Entre um Veículo de Transporte Pesado e um Ônibus (acidente de Trânsito),5
V860,"Condutor (motorista) de um Veículo Especial Para Qualquer Terreno ou de Outro Veículo a Motor Projetado Essencialmente Para Uso Não em Via Pública, Traumatizado em um Acidente de Trânsito",5
V829,Ocupante de um Bonde (carro Elétrico) Traumatizado em um Acidente de Trânsito Não Especificado,5
V819,Ocupante de um Trem (comboio) ou de um Veículo Ferroviário Traumatizado em um Acidente Ferroviário Não Especificado,5
V799,Ocupante (qualquer) de um Ônibus Traumatizado em um Acidente de Trânsito Não Especificado,5
V794,"Condutor (motorista) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",5
V745,Ocupante de um Ônibus Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,5
V687,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,5
V682,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,5
V679,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Objeto Fixo ou Parado,5
V639,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,5
V576,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Objeto Fixo ou Parado,5
V544,Ocupante de Uma Caminhonete Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,5
V483,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,5
V433,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Ocupante Não Especificado de um Automóvel (carro) Traumatizado em um Acidente Não-de-trânsito",5
V424,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,5
V406,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Pedestre ou um Animal,5
V198,Ciclista (qualquer) Traumatizado em Outros Acidentes de Transporte Especificados,5
V141,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,5
V131,"Ciclista Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Passageiro Traumatizado em Acidente Não-de-trânsito",5
V104,Ciclista Traumatizado em Colisão Com um Pedestre ou um Animal,5
V069,Pedestre Traumatizado em Colisão Com Outro Veículo Não-motorizado,5
V019,Pedestre Traumatizado em Colisão Com um Veículo a Pedal,5
R634,Perda de Peso Anormal,5
R633,Dificuldades de Alimentação e Erros na Administração de Alimentos,5
R601,Edema Generalizado,5
R230,Cianose,5
R162,Hepatomegalia Com Esplenomegalia Não Classificada em Outra Parte,5
R160,Hepatomegalia Não Classificada em Outra Parte,5
R093,Escarro Anormal,5
Q950,Translocação ou Inserção Equilibrada em Sujeito Normal,5
Q749,Malformações Congênitas Não Especificadas de Membro(s),5
Q645,Ausência Congênita da Bexiga e da Uretra,5
Q618,Outras Doenças Císticas do Rim,5
Q610,Cisto Congênito Único do Rim,5
Q444,Cisto do Colédoco,5
Q409,Malformação Congênita Não Especificada do Trato Digestivo Superior,5
Q324,Outras Malformações Congênitas Dos Brônquios,5
Q283,Outras Malformações Dos Vasos Cerebrais,5
Q278,Outras Malformações Congênitas Especificadas do Sistema Vascular Periférico,5
Q205,Comunicação Átrio-ventricular Discordante,5
P929,Problema Não Especificado de Alimentação do Recém-nascido,5
P760,"Síndrome da ""rolha de Mecônio""",5
P548,Outras Hemorragias Fetais e Neonatais Especificadas,5
P281,Outras Atelectasias do Recém-nascido e as Não Especificadas,5
O888,Outras Embolias de Origem Obstétrica,5
O269,"Afecções Ligadas a Gravidez, Não Especificadas",5
O249,"Diabetes Mellitus na Gravidez, Não Especificado",5
O109,"Hipertensão Pré-existente Não Especificada, Complicando a Gravidez, o Parto e o Puerpério",5
O019,Mola Hidatiforme Não Especificada,5
N735,Pelviperitonite Não Especificada Feminina,5
N649,Transtorno da Mama Não Especificado,5
N433,Hidrocele Não Especificada,5
N412,Abscesso da Próstata,5
N391,Proteinúria Persistente Não Especificada,5
N304,Cistite Por Radiação,5
N071,Nefropatia Hereditária Não Classificada em Outra Parte,5
N028,Hematúria Recidivante e Persistente,5
M878,Outras Osteonecroses,5
M849,Transtorno Não Especificado da Continuidade do Osso,5
M815,Osteoporose Idiopática,5
M539,Dorsopatia Não Especificada,5
M439,"Dorsopatia Deformante, Não Especificada",5
M320,Lúpus Eritematoso Disseminado (sistêmico) Induzido Por Drogas,5
M316,Outras Arterites de Células Gigantes,5
M301,Poliarterite Com Comprometimento Pulmonar (Churg-Strauss),5
M058,Outras Artrites Reumatóides Soro-positivas,5
L931,Lúpus Eritematoso Cutâneo Subagudo,5
L509,Urticária Não Especificada,5
L401,Psoríase Pustulosa Generalizada,5
L26,Dermatite Esfoliativa,5
K908,Outras Formas de Má-absorção Intestinal,5
K732,"Hepatite Crônica Ativa, Não Classificada em Outra Parte",5
K611,Abscesso Retal,5
K605,Fístula Anorretal,5
K410,"Hérnia Femoral Bilateral, Com Obstrução, Sem Gangrena",5
K298,Duodenite,5
K294,Gastrite Atrófica Crônica,5
J983,Enfisema Compensatório,5
J940,Derrame Quiloso ou Quiliforme,5
J392,Outras Doenças da Faringe,5
J385,Espasmo da Laringe,5
J350,Amigdalite Crônica,5
J155,Pneumonia Devida a Escherichia Coli,5
J040,Laringite Aguda,5
J029,Faringite Aguda Não Especificada,5
J00,Nasofaringite Aguda (resfriado Comum),5
I881,"Linfadenite Crônica, Exceto a Mesentérica",5
I800,Flebite e Tromboflebite Dos Vasos Superficiais Dos Membros Inferiores,5
I701,Aterosclerose da Artéria Renal,5
I493,Despolarização Ventricular Prematura,5
I454,Bloqueio Intraventricular Não Específico,5
I078,Outras Doenças da Valva Tricúspide,5
H664,Otite Média Supurativa Não Especificada,5
G820,Paraplegia Flácida,5
G804,Paralisia Cerebral Atáxica,5
G600,Neuropatia Hereditária Motora e Sensorial,5
G479,"Distúrbio do Sono, Não Especificado",5
G369,Desmielinização Disseminada Aguda Não Especificada,5
G114,Paraplegia Espástica Hereditária,5
G113,Ataxia Cerebelar Com Déficit na Reparação do DNA,5
F988,Outros Transtornos Comportamentais e Emocionais Especificados Com Início Habitualmente na Infância ou Adolescência,5
F791,Retardo Mental Não Especificado,5
F710,Retardo Mental Moderado,5
F609,Transtorno Não Especificado da Personalidade,5
F508,Outros Transtornos da Alimentação,5
F39,Transtorno do Humor (afetivo) Não Especificado,5
F251,Transtorno Esquizoafetivo do Tipo Depressivo,5
F201,Esquizofrenia Hebefrênica,5
F170,Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo,5
F112,Transtornos Mentais e Comportamentais Devidos ao Uso de Opiáceos,5
E839,Distúrbio Não Especificado do Metabolismo Mineral,5
E834,Distúrbios do Metabolismo do Magnésio,5
E728,Outros Distúrbios Especificados do Metabolismo Dos Aminoácidos,5
E721,Distúrbios do Metabolismo Dos Aminoácidos Que Contêm Enxofre,5
E65,Adiposidade Localizada,5
E45,Atraso do Desenvolvimento Devido à Desnutrição Protéico-calórica,5
E122,Diabetes Mellitus Relacionado Com a Desnutrição,5
E041,Bócio Não-tóxico Uninodular,5
D839,Imunodeficiência Comum Variável Não Especificada,5
D823,Imunodeficiência Que se Segue à Resposta Hereditária Defeituosa ao Vírus de Epstein-Barr (EB),5
D809,Imunodeficiência Não Especificada Com Predominância de Defeitos de Anticorpos,5
D594,Outras Anemias Hemolíticas Não-autoimunes,5
D470,Tumores de Comportamento Incerto ou Desconhecido de Mastócitos e Células Histiocíticas,5
D411,Neoplasia de Comportamento Incerto ou Desconhecido da Pelve Renal,5
D350,Neoplasia Benigna da Glândula Supra-renal (adrenal),5
D179,Neoplasia Lipomatosa Benigna de Localização Não Especificada,5
D128,Neoplasia Benigna do Reto,5
D093,Carcinoma in Situ da Tireóide e de Outras Glândulas Endócrinas,5
D051,Carcinoma Intraductal in Situ,5
D017,Carcinoma in Situ de Outros Órgãos Especificados do Aparelho Digestivo,5
C962,Tumor Maligno de Mastócitos,5
C812,"Doença de Hodgkin, Celularidade Mista",5
C602,Neoplasia Maligna do Corpo do Pênis,5
