causa_morte,descricao_morte,soma_morte
Q379,"Fenda do Palato Com Fenda Labial Unilateral, Não Especificada",6
Q278,Outras Malformações Congênitas Especificadas do Sistema Vascular Periférico,6
Q238,Outras Malformações Congênitas Das Valvas Aórtica e Mitral,6
Q078,Outras Malformações Congênitas Especificadas do Sistema Nervoso,6
Q046,Cistos Cerebrais Congênitos,6
P942,Hipotonia Congênita,6
P929,Problema Não Especificado de Alimentação do Recém-nascido,6
P748,Outros Distúrbios Metabólicos Transitórios do Recém-nascido,6
P612,Anemia da Prematuridade,6
P519,"Hemorragia Umbilical do Recém-nascido, Não Especificada",6
P252,Pneumomediastino Originado no Período Perinatal,6
P236,Pneumonia Congênita Devida a Outros Agentes Bacterianos,6
P048,Feto e Recém-nascido Afetados Por Outras Influências Nocivas Maternas,6
P043,Feto e Recém-nascido Afetados Pelo Uso de Álcool Pela Mãe,6
P006,Feto e Recém-nascido Afetados Por Intervenção Cirúrgica na Mãe,6
O985,"Outras Doenças Virais Complicando a Gravidez, o Parto e o Puerpério",6
O469,"Hemorragia Anteparto, Não Especificada",6
O239,Outras Infecções e as Não Especificadas do Trato Urinário na Gravidez,6
O068,Aborto Não Especificado,6
N839,"Transtornos Não-inflamatórios do Ovário, da Trompa de Falópio e do Ligamento Largo, Não Especificados",6
N710,Doença Inflamatória Aguda do Útero,6
N428,Outras Afecções Especificadas da Próstata,6
N304,Cistite Por Radiação,6
N211,Cálculo Uretral,6
N138,Outras Uropatias Obstrutivas e Por Refluxo,6
N135,Torção e Estreitamento do Ureter Sem Hidronefrose,6
N058,Síndrome Nefrítica Não Especificada,6
N002,Síndrome Nefrítica Aguda,6
M889,Doença de Paget de Osso Não Especificado,6
M865,Outra Osteomielite Crônica Hematogênica,6
M862,Osteomielite Subaguda,6
M859,Transtorno Não Especificado da Densidade e da Estrutura Ósseas,6
M300,Poliarterite Nodosa,6
M248,"Outros Transtornos Articulares Específicos, Não Classificados em Outra Parte",6
M170,Gonartrose Primária Bilateral,6
M138,Outras Artrites Especificadas,6
M068,Outras Artrites Reumatóides Especificadas,6
L958,Outras Vasculites Limitadas a Pele,6
L270,Erupção Cutânea Generalizada Devida a Drogas e Medicamentos,6
L123,Epidermólise Bolhosa Adquirida,6
K602,"Fissura Anal, Não Especificada",6
K508,Outra Forma de Doença de Crohn,6
K410,"Hérnia Femoral Bilateral, Com Obstrução, Sem Gangrena",6
K293,Gastrite Superficial Crônica,6
K286,Úlcera Gastrojejunal,6
K263,Úlcera Duodenal,6
J702,"Transtornos Pulmonares Intersticiais Agudos, Induzidos Por Droga",6
J65,Pneumoconiose Associada Com Tuberculose,6
J383,Outras Doenças Das Cordas Vocais,6
J380,Paralisia Das Cordas Vocais e da Laringe,6
J042,Laringotraqueíte Aguda,6
I456,Síndrome de Pré-excitação,6
I401,Miocardite Isolada,6
I379,Transtornos Não Especificados da Valva Pulmonar,6
I378,Outros Transtornos da Valva Pulmonar,6
I371,Insuficiência da Valva Pulmonar,6
I368,Outros Transtornos Não-reumáticos da Valva Tricúspide,6
I280,Fístula Arteriovenosa de Vasos Pulmonares,6
I061,Insuficiência Aórtica Reumática,6
H701,Mastoidite Crônica,6
H664,Otite Média Supurativa Não Especificada,6
G041,Paraplegia Espástica Tropical,6
G003,Meningite Estafilocócica,6
F711,Retardo Mental Moderado,6
F709,Retardo Mental Leve,6
F508,Outros Transtornos da Alimentação,6
F489,Transtorno Neurótico Não Especificado,6
F429,Transtorno Obsessivo-compulsivo Não Especificado,6
F173,Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo,6
E877,Sobrecarga de Líquidos,6
E841,Fibrose Cística Com Manifestações Intestinais,6
E754,Lipofuscinose Neuronal Ceróide,6
E711,Outros Distúrbios do Metabolismo de Aminoácidos de Cadeia Ramificada,6
E638,Outras Deficiências Nutricionais Especificadas,6
E54,Deficiência de Ácido Ascórbico,6
E45,Atraso do Desenvolvimento Devido à Desnutrição Protéico-calórica,6
E237,Transtorno Não Especificado da Hipófise,6
E222,Síndrome da Secreção Inadequada de Hormônio Antidiurético,6
E211,Hiperparatireoidismo Secundário Não Classificado em Outra Parte,6
E160,Hipoglicemia Induzida Por Droga Sem Coma,6
E122,Diabetes Mellitus Relacionado Com a Desnutrição,6
E069,Tireoidite Não Especificada,6
E052,Tireotoxicose Com Bócio Tóxico Multinodular,6
D561,Talassemia Beta,6
D190,Neoplasia Benigna do Tecido Mesotelial da Pleura,6
D067,Carcinoma in Situ de Outras Partes do Colo do Útero,6
C961,Histiocitose Maligna,6
C821,"Linfoma Não-Hodgkin, Misto, de Pequenas e Grandes Células Clivadas, Folicular",6
C797,Neoplasia Maligna Secundária Das Glândulas Supra-renais (adrenais),6
C774,Neoplasia Maligna Secundária e Não Especificada Dos Gânglios Linfáticos Inguinais e Dos Membros Inferiores,6
C695,Neoplasia Maligna da Glândula e Canal Lacrimal,6
C674,Neoplasia Maligna da Parede Posterior da Bexiga,6
C470,"Neoplasia Maligna Dos Nervos Periféricos da Cabeça, Face e Pescoço",6
C431,"Melanoma Maligno da Pálpebra, Incluindo as Comissuras Palpebrais",6
C403,Neoplasia Maligna Dos Ossos Curtos Dos Membros Inferiores,6
C110,Neoplasia Maligna da Parede Superior da Nasofaringe,6
C098,Neoplasia Maligna da Amígdala Com Lesão Invasiva,6
C041,Neoplasia Maligna do Assoalho Lateral da Boca,6
C031,Neoplasia Maligna da Gengiva Inferior,6
C000,Neoplasia Maligna do Lábio Superior Externo,6
B699,Cisticercose Não Especificada,6
B459,Criptococose Não Especificada,6
B418,Outras Formas de Paracoccidioidomicose,6
B402,Blastomicose Pulmonar Não Especificada,6
B393,Histoplasmose Disseminada Por Histoplasma Capsulatum,6
B188,Outras Hepatites Crônicas Virais,6
B170,(Super)infecção Delta Aguda de Portador de Hepatite B,6
B020,Encefalite Pelo Vírus do Herpes Zoster,6
B009,Infecção Não Especificada Devida ao Vírus do Herpes,6
A870,Meningite Por Enterovírus,6
A689,Febre Recorrente Não Especificada,6
A562,"Infecção Por Clamídias do Trato Geniturinário, Localização Não Especificada",6
A527,Outras Formas de Sífilis Tardia Sintomática,6
A369,Difteria Não Especificada,6
A163,"Tuberculose Dos Gânglios Intratorácicos, Sem Menção de Confirmação Bacteriológica ou Histológica",6
Y881,Seqüelas de Acidentes Durante a Prestação de Cuidado Médico e Cirúrgico,5
Y880,"Seqüelas de Efeitos Adversos Causados Por Drogas, Medicamentos ou Substâncias Biológicas Usados Com Finalidade Terapêutica",5
Y712,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos",5
Y658,Outros Acidentes Especificados Durante a Prestação de Cuidado Médico e Cirúrgico,5
Y459,Efeitos Adversos de Substâncias Analgésicas e Antipiréticas Não Especificadas,5
Y343,Fatos ou Eventos Não Especificados e Intenção Não Determinada,5
Y207,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada",5
Y170,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada",5
Y124,"Envenenamento (intoxicação) Por e Exposição a Narcóticos e a Psicodislépticos (alucinógenos) Não Classificados em Outra Parte, Intenção Não Determinada",5
Y061,Negligência e Abandono Pelos Pais,5
Y018,Agressão Por Meio de Projeção de um Lugar Elevado,5
Y006,Agressão Por Meio de um Objeto Contundente,5
X933,Agressão Por Meio de Disparo de Arma de Fogo de Mão,5
X825,Lesão Autoprovocada Intencionalmente Por Impacto de um Veículo a Motor,5
X818,Lesão Autoprovocada Intencionalmente Por Precipitação ou Permanência Diante de um Objeto em Movimento,5
X770,"Lesão Autoprovocada Intencionalmente Por Vapor de Água, Gases ou Objetos Quentes",5
X725,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,5
X722,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,5
X644,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",5
X642,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",5
X612,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte",5
X498,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Químicas Nocivas e às Não Especificadas,5
X464,Envenenamento (intoxicação) Acidental Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores,5
X448,"Envenenamento (intoxicação) Acidental Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas Não Especificadas",5
X428,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,5
X421,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,5
X095,"Exposição a Tipo Não Especificado de Fumaça, Fogo ou Chamas",5
X048,Exposição a Combustão de Substância Muito Inflamável,5
W873,Exposição a Corrente Elétrica Não Especificada,5
W819,Confinado ou Aprisionado em um Ambiente Pobre em Oxigênio,5
W764,Outro Enforcamento e Estrangulamento Acidental,5
W759,Sufocação e Estrangulamento Acidental na Cama,5
W743,Afogamento e Submersão Não Especificados,5
W692,Afogamento e Submersão em Águas Naturais,5
W558,Mordedura ou Golpe Provocado Por Outros Animais Mamíferos,5
W500,"Golpe, Pancada, Pontapé, Mordedura ou Escoriação Infligidos Por Outra Pessoa",5
W385,Explosão ou Ruptura de Outros Aparelhos Pressurizados Especificados,5
W341,Projéteis de Outras Armas de Fogo e Das Não Especificadas,5
W324,Projétil de Revólver,5
W320,Projétil de Revólver,5
W269,"Contato Com Faca, Espada e Punhal",5
W260,"Contato Com Faca, Espada e Punhal",5
W187,Outras Quedas no Mesmo Nível,5
W114,Queda em ou de Escadas de Mão,5
W106,Queda em ou de Escadas ou Degraus,5
W071,Queda de Uma Cadeira,5
V953,Acidente de Aeronave de Asa Fixa de Uso Comercial Causando Traumatismo a Ocupante,5
V950,Acidente de Helicóptero Causando Traumatismo a Ocupante,5
V922,Afogamento e Submersão Relacionados Com Transporte Por Água Sem Acidente Com a Embarcação,5
V875,Pessoa Traumatizada em Uma Colisão Entre um Veículo de Transporte Pesado e um Ônibus (acidente de Trânsito),5
V873,Pessoa Traumatizada em Uma Colisão Entre um Automóvel (carro) e um Ônibus (acidente de Trânsito),5
V847,Pessoa Viajando no Exterior de um Veículo Especial a Motor de Uso Essencialmente Agrícola Traumatizado em um Acidente Não-de-trânsito,5
V819,Ocupante de um Trem (comboio) ou de um Veículo Ferroviário Traumatizado em um Acidente Ferroviário Não Especificado,5
V808,Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal Traumatizado em Colisão Com um Objeto Fixo ou Parado,5
V693,Ocupante (qualquer) de um Veículo de Transporte Pesado Traumatizado em um Acidente Não Especificado e Não-de-trânsito,5
V682,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,5
V640,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo de Transporte Pesado ou um Ônibus,5
V639,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Automóvel (carro) ou Uma Caminhonete,5
V598,Ocupante (qualquer) de Uma Caminhonete Traumatizado em Outros Acidentes de Transporte Especificados,5
V587,Ocupante de Uma Caminhonete Traumatizado em um Acidente de Transporte Sem Colisão,5
V584,Ocupante de Uma Caminhonete Traumatizado em um Acidente de Transporte Sem Colisão,5
V487,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,5
V432,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Pessoa Viajando no Exterior do Veículo Traumatizada em um Acidente Não-de-trânsito",5
V424,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com Outro Veículo a Motor de Duas ou Três Rodas,5
V395,"Passageiro Traumatizado em Colisão Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",5
V283,Motociclista Traumatizado em um Acidente de Transporte Sem Colisão,5
V282,Motociclista Traumatizado em um Acidente de Transporte Sem Colisão,5
V232,"Motociclista Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Motociclista Não Especificado Traumatizado em Acidente Não-de-trânsito",5
V222,Motociclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,5
V170,Ciclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,5
V145,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,5
V141,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,5
V135,"Ciclista Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Passageiro Traumatizado em um Acidente de Trânsito",5
V130,"Ciclista Traumatizado em Colisão Com um Automóvel, ""pick Up"" ou Caminhonete - Condutor Traumatizado em Acidente Não-de-trânsito",5
R638,Outros Sintomas e Sinais Relativos a Ingestão de Alimentos e de Líquidos,5
R633,Dificuldades de Alimentação e Erros na Administração de Alimentos,5
Q928,Outras Trissomias Especificadas e Trissomias Parciais Dos Autossomos,5
Q791,Outras Malformações Congênitas do Diafragma,5
Q750,Craniossinostose,5
Q743,Artrogripose Congênita Múltipla,5
Q270,Ausência Congênita e Hipoplasia da Artéria Umbilical,5
Q223,Outras Malformações Congênitas da Valva Pulmonar,5
P839,Afecção Não Especificada do Tegumento Própria do Feto e do Recém-nascido,5
P783,Diarréia Neonatal Não-infecciosa,5
P744,Outros Distúrbios Eletrolíticos Transitórios do Recém-nascido,5
P618,Outros Transtornos Hematológicos Perinatais Especificados,5
P508,Outras Perdas Sangüíneas Fetais,5
P390,Mastite Infecciosa Neonatal,5
P379,Doença Infecciosa ou Parasitária Congênita Não Especificada,5
P242,Aspiração Neonatal de Sangue,5
P052,Desnutrição Fetal Sem Menção de Peso e Comprimento Baixos Para a Idade Gestacional,5
O986,"Doenças Causadas Por Protozoários Complicando a Gravidez, o Parto e o Puerpério",5
O980,"Tuberculose Complicando a Gravidez, o Parto e o Puerpério",5
O97,Morte Por Seqüelas de Causas Obstétricas Diretas,5
O879,"Complicações Venosas no Puerpério, Não Especificadas",5
O871,Tromboflebite Profunda no Puerpério,5
O868,Outras Infecções Puerperais Especificadas,5
O679,Hemorragia Intraparto Não Especificada,5
O429,"Ruptura Prematura de Membranas, Não Especificada",5
N949,Afecções Não Especificadas Associadas Com os Órgãos Genitais Femininos e Com o Ciclo Menstrual,5
N824,Outras Fístulas Genito-intestinais Femininas,5
N819,Prolapso Genital Feminino Não Especificado,5
N813,Prolapso Uterovaginal Completo,5
N811,Cistocele,5
N509,Transtorno Não Especificado Dos Órgãos Genitais Masculinos,5
N360,Fístula Uretral,5
N172,Insuficiência Renal Aguda Com Necrose Medular,5
N137,Uropatia Associada a Refluxo Vésico-ureteral,5
N131,Hidronefrose Com Estreitamento de Ureter Não Classificada em Outra Parte,5
N130,Hidronefrose Com Obstrução da Junção Uretero-pélvica,5
N052,Síndrome Nefrítica Não Especificada,5
N032,Síndrome Nefrítica Crônica,5
M878,Outras Osteonecroses,5
M802,Osteoporose de Desuso Com Fratura Patológica,5
M545,Dor Lombar Baixa,5
M518,Outros Transtornos Especificados de Discos Intervertebrais,5
M510,Transtornos de Discos Lombares e de Outros Discos Intervertebrais Com Mielopatia,5
M165,Outras Coxartroses Pós-traumáticas,5
M130,Poliartrite Não Especificada,5
M060,Artrite Reumatóide Soro-negativa,5
M000,Artrite e Pioliartrite Estafilocócicas,5
K741,Esclerose Hepática,5
K626,Úlcera do Ânus e do Reto,5
K620,Pólipo Anal,5
K580,Síndrome do Cólon Irritável Com Diarréia,5
K575,Doença Diverticular Concomitante Dos Intestinos Delgado e Grosso Sem Perfuração ou Abscesso,5
K312,Estenose e Estreitamento em Ampulheta do Estômago,5
K282,Úlcera Gastrojejunal,5
J986,Transtornos do Diafragma,5
J704,Transtornos Pulmonar Intersticial Não Especificado Induzido Por Droga,5
J677,Doença Pulmonar Devida Aos Sistemas de ar Condicionado e de Umidificação do ar,5
J630,Aluminose (do Pulmão),5
J391,Outros Abscessos da Faringe,5
J359,Doenças Das Amígdalas e Das Adenóides Não Especificadas,5
I841,Hemorróidas Internas Com Outras Complicações,5
I773,Displasia Fibromuscular Arterial,5
I082,Transtornos de Ambas as Valvas Aórtica e Tricúspide,5
I012,Miocardite Reumática Aguda,5
G824,Tetraplegia Espástica,5
G823,Tetraplegia Flácida,5
G820,Paraplegia Flácida,5
